campaign_id,campaign_name,date,target_audience,channel,impressions,clicks,conversions,spend,revenue_generated,roas
330731,Email Campaign,2023-08-26,New Users,Email,537,213,46,73.41,126.26,3.62
448796,Referral Program,2023-08-26,All,Email,981,169,26,83.92,183.8,2.17
370934,New User Discount,2023-08-27,Premium,SMS,562,295,66,80.73,290.47,3.52
463160,Weekend Special,2023-08-27,Inactive,App,462,295,46,69.71,172.67,2.36
8869,Festival Offer,2023-08-27,Premium,App,818,163,48,99.91,488.15,2.92
855009,Flash Sale,2023-08-27,Inactive,Email,980,300,43,71.99,480.93,1.9
112047,Membership Drive,2023-08-27,New Users,Social Media,790,287,41,57.14,389.34,1.78
241246,Category Promotion,2023-08-27,All,SMS,719,54,29,54.78,239.53,2.79
332626,App Push Notification,2023-08-27,New Users,App,708,112,15,85.11,234.16,1.76
389119,Email Campaign,2023-08-27,All,SMS,419,126,48,52.52,293.75,3.41
434923,Referral Program,2023-08-27,Premium,Email,927,214,96,93.15,488.23,3.24
320926,New User Discount,2023-08-28,Inactive,Social Media,821,261,35,55.15,351.11,3.73
417013,Weekend Special,2023-08-28,Inactive,Social Media,484,236,92,79.0,335.02,3.36
87790,Festival Offer,2023-08-28,All,Social Media,426,273,21,85.47,202.46,2.58
339711,Flash Sale,2023-08-28,Premium,App,458,256,42,76.52,213.37,3.97
368512,Membership Drive,2023-08-28,All,SMS,557,252,59,72.5,379.07,1.68
521109,Category Promotion,2023-08-28,New Users,SMS,749,203,98,58.12,355.47,2.86
715932,App Push Notification,2023-08-28,All,SMS,626,277,43,80.64,323.92,3.61
664728,Email Campaign,2023-08-28,Inactive,Social Media,994,93,92,64.21,105.24,3.19
545165,Referral Program,2023-08-28,Premium,App,987,280,16,76.44,274.71,3.61
768920,New User Discount,2023-08-29,All,SMS,879,188,19,63.26,293.43,2.55
908490,Weekend Special,2023-08-29,Inactive,App,621,186,31,91.36,112.34,1.9
317209,Festival Offer,2023-08-29,All,Social Media,603,205,65,85.04,401.28,1.75
867686,Flash Sale,2023-08-29,New Users,Email,984,84,60,79.78,281.85,3.71
343551,Membership Drive,2023-08-29,Premium,App,471,300,16,97.47,290.99,1.76
624639,Category Promotion,2023-08-29,Inactive,SMS,715,223,97,77.47,201.36,2.97
845673,App Push Notification,2023-08-29,All,Email,757,278,86,84.65,388.49,3.11
659262,Email Campaign,2023-08-29,Premium,SMS,504,152,96,52.09,479.32,2.97
634996,Referral Program,2023-08-29,Premium,App,905,277,72,81.0,232.84,1.69
355908,New User Discount,2023-08-30,Premium,Email,758,245,46,53.2,174.72,1.58
339630,Weekend Special,2023-08-30,Inactive,SMS,850,114,77,70.02,363.0,3.88
420438,Festival Offer,2023-08-30,Premium,Social Media,815,274,86,76.26,427.46,1.89
678,Flash Sale,2023-08-30,Premium,SMS,776,295,52,66.76,268.9,2.34
751603,Membership Drive,2023-08-30,All,SMS,451,273,53,74.34,238.52,3.77
964131,Category Promotion,2023-08-30,All,SMS,493,159,70,83.04,476.85,3.57
740275,App Push Notification,2023-08-30,New Users,Email,780,289,96,54.61,204.68,1.69
586172,Email Campaign,2023-08-30,Inactive,App,764,63,54,97.48,210.63,2.6
518710,Referral Program,2023-08-30,New Users,Email,446,252,59,51.05,212.67,3.44
490052,New User Discount,2023-08-31,All,SMS,762,250,20,54.32,282.72,2.99
497724,Weekend Special,2023-08-31,Inactive,Email,757,72,33,75.11,210.66,3.46
370264,Festival Offer,2023-08-31,Premium,Social Media,805,184,44,60.44,469.51,3.7
446909,Flash Sale,2023-08-31,New Users,App,609,300,66,83.47,313.82,1.55
494823,Membership Drive,2023-08-31,New Users,Email,550,293,43,50.94,103.23,3.62
72236,Category Promotion,2023-08-31,All,SMS,451,230,66,81.83,347.21,3.48
877258,App Push Notification,2023-08-31,New Users,Email,404,77,94,55.84,103.31,2.32
361579,Email Campaign,2023-08-31,All,Email,824,287,74,99.9,423.29,2.2
554409,Referral Program,2023-08-31,All,App,625,296,53,84.8,323.62,1.96
872148,New User Discount,2023-09-01,Premium,SMS,686,242,58,50.58,431.55,3.66
943469,Weekend Special,2023-09-01,Inactive,Social Media,766,116,24,92.77,170.76,3.57
702137,Festival Offer,2023-09-01,Premium,App,978,66,51,65.49,182.11,3.39
338073,Flash Sale,2023-09-01,New Users,Email,558,77,75,73.59,226.13,1.82
615395,Membership Drive,2023-09-01,New Users,Social Media,696,244,30,56.22,477.65,1.62
405385,Category Promotion,2023-09-01,New Users,Social Media,870,108,44,55.66,213.93,3.14
527293,App Push Notification,2023-09-01,New Users,SMS,886,67,84,51.59,446.97,2.8
841719,Email Campaign,2023-09-01,All,App,970,70,93,81.69,288.55,1.67
933071,Referral Program,2023-09-01,All,Email,929,80,86,61.34,399.81,3.61
790506,New User Discount,2023-09-02,All,Social Media,789,220,22,66.48,227.58,3.46
609775,Weekend Special,2023-09-02,Premium,SMS,469,80,60,54.24,235.46,3.08
474987,Festival Offer,2023-09-02,Premium,Social Media,776,215,94,90.61,418.7,1.88
349439,Flash Sale,2023-09-02,New Users,Social Media,642,156,92,70.3,388.28,1.77
607503,Membership Drive,2023-09-02,All,Social Media,455,248,49,95.28,150.14,3.29
860693,Category Promotion,2023-09-02,Inactive,App,558,88,65,90.58,157.51,3.49
346587,App Push Notification,2023-09-02,Inactive,SMS,614,127,51,94.71,143.26,2.0
175489,Email Campaign,2023-09-02,Inactive,Social Media,709,92,30,97.54,304.86,1.96
444462,Referral Program,2023-09-02,Inactive,SMS,777,278,11,98.96,206.59,3.07
902048,New User Discount,2023-09-03,New Users,Social Media,653,203,99,55.45,194.89,1.62
573912,Weekend Special,2023-09-03,All,SMS,486,89,31,92.76,238.92,1.75
209160,Festival Offer,2023-09-03,Inactive,App,726,121,81,70.35,312.99,3.62
795650,Flash Sale,2023-09-03,Inactive,Social Media,514,252,33,57.24,422.88,1.66
596040,Membership Drive,2023-09-03,Premium,App,692,228,53,50.48,194.49,2.14
533571,Category Promotion,2023-09-03,All,Social Media,597,224,29,64.58,405.65,3.33
124676,App Push Notification,2023-09-03,New Users,Email,856,283,51,92.11,217.8,3.89
30124,Email Campaign,2023-09-03,New Users,Email,494,70,29,58.75,128.89,3.26
936031,Referral Program,2023-09-03,New Users,Email,552,160,15,79.24,456.85,3.59
724283,New User Discount,2023-09-04,New Users,Email,547,104,77,57.17,355.95,2.17
794393,Weekend Special,2023-09-04,Premium,App,539,159,41,87.19,396.51,2.87
466550,Festival Offer,2023-09-04,Inactive,Email,515,225,37,90.61,286.43,2.91
59899,Flash Sale,2023-09-04,Premium,App,799,163,34,82.82,280.34,2.59
851917,Membership Drive,2023-09-04,Inactive,SMS,522,138,91,65.46,133.06,2.5
284891,Category Promotion,2023-09-04,Premium,App,702,54,36,83.06,379.68,2.26
7992,App Push Notification,2023-09-04,New Users,Social Media,419,107,39,59.89,107.33,2.1
65113,Email Campaign,2023-09-04,New Users,App,693,235,41,93.81,275.49,2.55
798517,Referral Program,2023-09-04,Inactive,Social Media,607,258,36,58.44,294.1,1.76
641446,New User Discount,2023-09-05,Premium,Email,744,114,52,76.3,478.79,2.24
587012,Weekend Special,2023-09-05,Inactive,Email,851,217,63,99.94,357.36,2.29
10254,Festival Offer,2023-09-05,Inactive,App,469,188,67,96.38,245.48,2.97
105672,Flash Sale,2023-09-05,Premium,Email,522,76,27,76.28,198.08,3.24
616975,Membership Drive,2023-09-05,Inactive,Email,892,284,73,96.09,148.32,2.87
572424,Category Promotion,2023-09-05,Premium,Email,612,268,39,95.15,388.97,2.5
557232,App Push Notification,2023-09-05,Premium,Email,644,189,60,78.6,229.47,3.37
949518,Email Campaign,2023-09-05,New Users,App,848,66,80,70.93,451.98,3.79
690107,Referral Program,2023-09-05,All,Email,901,186,28,84.63,422.33,2.16
64004,New User Discount,2023-09-06,Inactive,Social Media,887,107,86,60.12,100.81,3.15
668089,Weekend Special,2023-09-06,Inactive,App,638,186,49,81.87,234.61,3.65
206510,Festival Offer,2023-09-06,Inactive,Email,889,207,52,54.27,328.57,3.7
915088,Flash Sale,2023-09-06,All,SMS,664,98,32,77.07,436.87,2.78
216514,Membership Drive,2023-09-06,All,App,412,71,97,75.78,460.2,3.71
876781,Category Promotion,2023-09-06,New Users,SMS,926,121,29,84.65,407.39,2.47
348812,App Push Notification,2023-09-06,Inactive,Email,796,143,53,89.16,315.5,2.7
854736,Email Campaign,2023-09-06,New Users,App,493,128,36,89.38,174.67,1.91
906959,Referral Program,2023-09-06,All,Social Media,993,229,61,72.64,191.49,3.22
483712,New User Discount,2023-09-07,New Users,Social Media,542,65,28,54.53,443.86,2.66
400603,Weekend Special,2023-09-07,New Users,SMS,790,120,79,61.04,209.59,3.32
805109,Festival Offer,2023-09-07,Inactive,SMS,652,155,61,83.92,478.08,3.14
419780,Flash Sale,2023-09-07,Inactive,SMS,506,270,29,79.0,297.77,2.16
558046,Membership Drive,2023-09-07,All,Email,814,64,77,67.21,487.37,1.65
492353,Category Promotion,2023-09-07,Inactive,App,514,272,28,89.39,395.45,2.9
922065,App Push Notification,2023-09-07,Inactive,Email,914,146,51,79.41,430.67,2.89
479669,Email Campaign,2023-09-07,New Users,SMS,805,231,14,74.56,411.72,3.05
407920,Referral Program,2023-09-07,New Users,SMS,705,201,47,61.1,124.03,3.3
235662,New User Discount,2023-09-08,Premium,SMS,618,136,19,84.96,174.4,3.89
943107,Weekend Special,2023-09-08,All,Social Media,611,119,71,77.94,165.54,3.87
511269,Festival Offer,2023-09-08,All,App,983,268,38,64.93,162.82,2.27
970846,Flash Sale,2023-09-08,Premium,SMS,642,103,81,62.09,360.31,3.44
342159,Membership Drive,2023-09-08,All,Social Media,721,176,23,60.88,254.78,2.29
490968,Category Promotion,2023-09-08,Inactive,Social Media,793,202,97,55.49,223.36,3.74
510152,App Push Notification,2023-09-08,All,SMS,616,87,37,75.73,439.95,3.69
11817,Email Campaign,2023-09-08,Premium,SMS,629,300,14,77.61,356.57,3.2
145075,Referral Program,2023-09-08,All,SMS,415,133,71,95.51,441.96,3.25
839512,New User Discount,2023-09-09,Inactive,SMS,537,59,21,81.26,478.77,1.9
785014,Weekend Special,2023-09-09,Premium,Email,700,54,25,82.84,453.1,1.73
711048,Festival Offer,2023-09-09,New Users,Email,870,170,17,85.8,230.77,2.49
771900,Flash Sale,2023-09-09,New Users,App,555,113,67,84.92,137.8,1.93
304430,Membership Drive,2023-09-09,New Users,SMS,602,268,50,91.05,415.27,1.5
883688,Category Promotion,2023-09-09,All,Social Media,962,286,14,65.17,111.07,3.89
283091,App Push Notification,2023-09-09,All,App,753,204,64,78.59,379.81,3.42
840780,Email Campaign,2023-09-09,New Users,Social Media,607,220,34,79.63,353.81,3.45
987483,Referral Program,2023-09-09,All,Social Media,860,229,81,73.77,168.55,2.41
755439,New User Discount,2023-09-10,Inactive,Social Media,640,152,27,50.89,257.79,3.93
22048,Weekend Special,2023-09-10,New Users,SMS,417,250,48,51.49,381.3,3.52
730188,Festival Offer,2023-09-10,Premium,Email,609,170,46,54.23,451.31,3.35
216238,Flash Sale,2023-09-10,New Users,Email,890,95,62,69.55,189.78,2.83
385420,Membership Drive,2023-09-10,New Users,App,595,267,69,84.64,498.46,3.5
757117,Category Promotion,2023-09-10,New Users,Social Media,545,239,70,69.44,355.88,2.18
416375,App Push Notification,2023-09-10,All,Email,997,78,99,59.62,461.59,1.9
402939,Email Campaign,2023-09-10,Premium,Social Media,981,63,88,87.28,447.89,3.87
407268,Referral Program,2023-09-10,Inactive,Social Media,982,131,58,75.48,355.96,3.45
970110,New User Discount,2023-09-11,Inactive,SMS,855,144,24,67.5,346.42,1.5
569637,Weekend Special,2023-09-11,Premium,App,695,213,73,50.71,162.25,1.94
616036,Festival Offer,2023-09-11,Inactive,Social Media,574,104,78,54.88,429.74,1.94
355235,Flash Sale,2023-09-11,Premium,Social Media,494,168,54,87.45,485.08,3.33
64878,Membership Drive,2023-09-11,All,App,697,204,100,51.76,291.45,2.97
863421,Category Promotion,2023-09-11,Premium,Email,437,280,19,79.13,257.98,3.81
695444,App Push Notification,2023-09-11,Inactive,Social Media,495,216,38,66.3,122.47,2.47
635471,Email Campaign,2023-09-11,Inactive,Social Media,707,262,58,77.63,473.95,3.01
324742,Referral Program,2023-09-11,All,App,569,56,21,90.79,228.24,3.85
647334,New User Discount,2023-09-12,All,App,886,293,35,60.4,262.78,3.45
819511,Weekend Special,2023-09-12,Premium,Social Media,920,150,20,64.95,124.74,3.38
408265,Festival Offer,2023-09-12,Premium,App,708,197,10,52.89,169.83,3.39
513173,Flash Sale,2023-09-12,Inactive,Email,953,279,70,61.79,271.88,2.03
312093,Membership Drive,2023-09-12,Inactive,Email,590,182,79,54.79,259.68,3.72
821820,Category Promotion,2023-09-12,New Users,App,729,170,71,80.96,340.76,2.0
497953,App Push Notification,2023-09-12,All,App,444,191,51,59.16,486.44,2.98
296563,Email Campaign,2023-09-12,All,App,407,278,80,57.56,276.77,2.09
274931,Referral Program,2023-09-12,Inactive,SMS,585,221,88,66.8,168.17,2.34
420910,New User Discount,2023-09-13,New Users,Social Media,877,119,84,77.65,339.24,3.98
710156,Weekend Special,2023-09-13,Inactive,SMS,835,258,100,76.17,279.07,3.89
796220,Festival Offer,2023-09-13,Premium,Social Media,883,133,42,54.42,379.9,3.45
807631,Flash Sale,2023-09-13,Premium,App,893,84,56,79.22,230.85,3.66
711609,Membership Drive,2023-09-13,Inactive,App,644,120,17,85.65,282.54,2.54
725059,Category Promotion,2023-09-13,Inactive,Email,587,96,86,71.59,173.39,2.21
336658,App Push Notification,2023-09-13,Inactive,Email,638,195,77,51.92,240.78,2.3
352329,Email Campaign,2023-09-13,Inactive,App,560,79,98,69.06,412.92,1.92
229506,Referral Program,2023-09-13,Premium,Social Media,550,160,66,61.48,333.32,3.06
847287,New User Discount,2023-09-14,New Users,SMS,644,208,14,94.15,310.04,3.03
200612,Weekend Special,2023-09-14,New Users,Email,519,153,64,78.22,447.82,2.17
586081,Festival Offer,2023-09-14,New Users,SMS,716,75,71,90.17,140.65,3.41
481080,Flash Sale,2023-09-14,Inactive,Email,531,268,92,84.67,122.49,3.78
375788,Membership Drive,2023-09-14,New Users,SMS,517,55,38,97.61,397.91,3.24
810333,Category Promotion,2023-09-14,All,Email,959,55,13,50.61,495.15,3.28
354458,App Push Notification,2023-09-14,New Users,Email,719,211,57,75.79,386.69,2.87
575256,Email Campaign,2023-09-14,Inactive,SMS,587,272,25,51.47,490.16,3.2
391962,Referral Program,2023-09-14,All,App,745,116,30,99.74,133.73,3.66
37787,New User Discount,2023-09-15,Premium,Email,444,297,70,81.11,472.31,1.51
742244,Weekend Special,2023-09-15,Premium,Email,944,212,16,98.1,152.7,2.25
481528,Festival Offer,2023-09-15,New Users,Social Media,525,248,17,74.21,257.04,1.83
838501,Flash Sale,2023-09-15,Premium,Social Media,918,291,85,99.73,146.57,3.7
878252,Membership Drive,2023-09-15,Premium,SMS,519,154,76,70.58,146.13,2.05
295538,Category Promotion,2023-09-15,Inactive,App,643,197,48,74.28,428.86,2.07
533469,App Push Notification,2023-09-15,All,SMS,740,147,29,73.84,339.8,2.87
132038,Email Campaign,2023-09-15,New Users,Social Media,586,181,46,56.79,386.8,3.74
403536,Referral Program,2023-09-15,New Users,Social Media,413,171,53,79.75,407.6,1.58
509788,New User Discount,2023-09-16,All,Email,790,59,25,76.56,421.62,2.2
296000,Weekend Special,2023-09-16,New Users,Email,933,180,76,92.54,170.93,2.56
457907,Festival Offer,2023-09-16,Inactive,SMS,917,150,93,98.02,441.76,3.19
508981,Flash Sale,2023-09-16,Premium,App,515,292,26,69.53,249.78,1.93
969464,Membership Drive,2023-09-16,Premium,App,559,186,43,86.29,181.21,2.63
553088,Category Promotion,2023-09-16,Inactive,Email,448,188,32,91.84,234.39,3.62
759398,App Push Notification,2023-09-16,Inactive,App,970,218,77,96.17,229.06,3.12
375514,Email Campaign,2023-09-16,Premium,SMS,533,172,53,56.26,406.58,3.35
332553,Referral Program,2023-09-16,Inactive,SMS,540,136,84,81.13,125.52,3.26
112641,New User Discount,2023-09-17,New Users,SMS,707,151,25,69.76,138.71,1.75
809066,Weekend Special,2023-09-17,All,Email,620,153,90,63.86,433.05,2.56
280001,Festival Offer,2023-09-17,New Users,App,677,90,49,59.16,398.53,1.68
915472,Flash Sale,2023-09-17,Premium,Email,460,190,85,72.19,117.33,2.75
437963,Membership Drive,2023-09-17,All,App,824,59,55,65.78,241.39,2.29
505454,Category Promotion,2023-09-17,New Users,Social Media,429,300,45,92.81,464.36,2.39
446888,App Push Notification,2023-09-17,Inactive,SMS,951,165,17,68.35,296.08,2.14
209269,Email Campaign,2023-09-17,Inactive,App,767,154,57,57.86,323.3,3.76
446985,Referral Program,2023-09-17,All,Social Media,629,86,22,95.26,245.85,2.44
687264,New User Discount,2023-09-18,Inactive,Social Media,682,84,86,77.93,170.42,2.15
230272,Weekend Special,2023-09-18,All,Social Media,548,224,94,71.07,335.71,2.14
943882,Festival Offer,2023-09-18,Inactive,SMS,806,140,55,61.37,427.65,2.05
435581,Flash Sale,2023-09-18,Premium,App,583,65,86,91.68,339.14,3.55
353064,Membership Drive,2023-09-18,All,SMS,661,273,23,74.99,369.12,1.94
749622,Category Promotion,2023-09-18,New Users,SMS,978,230,50,92.48,339.75,3.27
793049,App Push Notification,2023-09-18,All,App,970,105,18,90.38,219.04,3.15
293809,Email Campaign,2023-09-18,All,Social Media,731,106,88,74.13,285.68,2.59
972014,Referral Program,2023-09-18,New Users,Email,493,202,68,52.52,362.3,3.71
406594,New User Discount,2023-09-19,New Users,App,696,102,26,54.9,423.08,3.01
750041,Weekend Special,2023-09-19,New Users,App,451,82,16,67.78,395.4,3.08
300330,Festival Offer,2023-09-19,Inactive,Email,655,140,23,99.29,421.21,1.89
395171,Flash Sale,2023-09-19,Inactive,SMS,602,251,28,66.32,477.44,2.0
550501,Membership Drive,2023-09-19,New Users,SMS,572,255,93,96.83,195.37,1.59
994495,Category Promotion,2023-09-19,New Users,Email,565,97,49,64.6,149.86,1.57
254306,App Push Notification,2023-09-19,Premium,Social Media,502,250,72,68.77,489.25,1.52
519570,Email Campaign,2023-09-19,Inactive,App,685,174,46,83.23,461.86,3.46
708815,Referral Program,2023-09-19,New Users,SMS,797,248,31,63.59,167.21,2.93
565127,New User Discount,2023-09-20,All,SMS,466,111,57,74.28,288.02,2.15
85208,Weekend Special,2023-09-20,Inactive,Social Media,592,69,66,70.95,465.69,2.64
396306,Festival Offer,2023-09-20,New Users,Social Media,946,243,17,83.62,316.2,2.59
689297,Flash Sale,2023-09-20,Premium,Social Media,688,270,89,99.18,297.66,3.27
793879,Membership Drive,2023-09-20,Premium,Email,746,181,19,53.21,380.96,3.0
565116,Category Promotion,2023-09-20,All,Email,950,180,19,69.0,229.99,3.77
297146,App Push Notification,2023-09-20,Inactive,Email,942,294,60,79.01,155.23,1.55
357606,Email Campaign,2023-09-20,Premium,Social Media,511,188,86,70.02,142.27,3.92
18370,Referral Program,2023-09-20,Premium,Social Media,673,197,17,54.09,223.45,4.0
907083,New User Discount,2023-09-21,New Users,SMS,510,72,18,75.18,317.5,1.6
220237,Weekend Special,2023-09-21,Inactive,App,686,81,63,62.53,113.81,3.11
530930,Festival Offer,2023-09-21,Premium,Email,778,157,47,57.31,360.24,3.95
886869,Flash Sale,2023-09-21,All,SMS,680,76,78,56.05,190.84,3.43
631392,Membership Drive,2023-09-21,Premium,App,610,135,90,85.06,467.44,3.41
235991,Category Promotion,2023-09-21,Premium,App,533,51,42,69.85,299.96,3.04
465511,App Push Notification,2023-09-21,Inactive,SMS,409,298,10,85.78,456.71,2.07
207859,Email Campaign,2023-09-21,Premium,Social Media,980,166,100,73.92,403.68,2.53
915873,Referral Program,2023-09-21,Premium,SMS,535,80,64,69.72,464.71,2.89
629491,New User Discount,2023-09-22,Premium,App,480,279,17,79.8,144.83,1.85
177009,Weekend Special,2023-09-22,All,SMS,979,272,46,70.21,346.75,3.48
471688,Festival Offer,2023-09-22,All,Social Media,793,75,14,76.09,249.89,2.28
301322,Flash Sale,2023-09-22,Inactive,Social Media,616,217,84,88.01,244.34,2.19
711364,Membership Drive,2023-09-22,New Users,Social Media,939,168,76,66.2,470.83,3.94
797493,Category Promotion,2023-09-22,Premium,Social Media,491,158,58,69.64,477.36,3.18
480146,App Push Notification,2023-09-22,Premium,SMS,687,67,30,62.63,165.97,1.63
248895,Email Campaign,2023-09-22,New Users,App,689,130,23,54.23,128.8,3.4
748329,Referral Program,2023-09-22,Inactive,Email,965,181,89,83.18,340.61,2.15
743451,New User Discount,2023-09-23,New Users,App,658,299,99,79.48,232.04,3.54
198672,Weekend Special,2023-09-23,All,App,685,141,10,78.33,103.17,2.93
332654,Festival Offer,2023-09-23,New Users,SMS,507,244,54,57.47,334.13,3.16
589282,Flash Sale,2023-09-23,Premium,SMS,400,210,90,60.2,170.57,1.57
994289,Membership Drive,2023-09-23,Inactive,Social Media,757,211,11,78.47,151.0,1.79
780050,Category Promotion,2023-09-23,New Users,App,621,81,45,72.94,145.05,3.88
459712,App Push Notification,2023-09-23,All,App,595,224,78,74.69,152.88,3.09
451740,Email Campaign,2023-09-23,All,Social Media,706,295,60,61.03,286.24,2.36
787699,Referral Program,2023-09-23,Premium,App,464,200,60,85.7,190.6,2.79
367251,New User Discount,2023-09-24,All,Email,632,180,37,57.13,317.95,3.17
471575,Weekend Special,2023-09-24,Inactive,Social Media,655,140,80,85.69,265.48,3.94
472313,Festival Offer,2023-09-24,Premium,SMS,514,231,10,61.72,228.18,2.38
697651,Flash Sale,2023-09-24,All,Social Media,567,141,72,62.02,399.54,1.64
441481,Membership Drive,2023-09-24,All,Email,532,187,83,75.56,251.08,3.99
683208,Category Promotion,2023-09-24,Premium,SMS,954,114,65,76.06,455.92,3.61
20327,App Push Notification,2023-09-24,Premium,Email,487,195,13,96.73,213.53,3.5
140620,Email Campaign,2023-09-24,Inactive,SMS,464,151,60,63.19,452.3,2.52
538566,Referral Program,2023-09-24,Inactive,App,500,64,30,61.84,289.02,2.94
197620,New User Discount,2023-09-25,Premium,Social Media,604,141,86,84.64,326.15,3.27
950172,Weekend Special,2023-09-25,Premium,SMS,738,264,32,82.72,354.2,3.08
649581,Festival Offer,2023-09-25,Premium,SMS,867,138,76,78.41,135.98,3.25
140392,Flash Sale,2023-09-25,Inactive,App,987,258,11,79.79,278.12,1.75
284572,Membership Drive,2023-09-25,Inactive,SMS,972,294,28,79.56,145.1,3.93
673707,Category Promotion,2023-09-25,Premium,SMS,837,221,69,79.1,465.74,2.9
368680,App Push Notification,2023-09-25,Inactive,Social Media,770,132,22,50.56,335.79,3.3
494829,Email Campaign,2023-09-25,New Users,Email,661,77,47,68.13,154.39,1.86
960435,Referral Program,2023-09-25,Premium,Email,552,158,79,74.03,162.46,3.24
483306,New User Discount,2023-09-26,All,SMS,869,84,36,69.01,277.22,2.14
171079,Weekend Special,2023-09-26,All,SMS,641,184,93,60.94,132.97,2.95
3935,Festival Offer,2023-09-26,Premium,App,530,259,26,74.16,485.48,2.64
835922,Flash Sale,2023-09-26,All,Social Media,722,259,56,87.67,218.91,3.94
835561,Membership Drive,2023-09-26,All,Social Media,970,78,52,92.91,207.69,3.57
951690,Category Promotion,2023-09-26,Inactive,Email,769,216,88,61.93,389.44,1.73
404529,App Push Notification,2023-09-26,Inactive,App,726,160,72,50.82,183.14,2.91
905494,Email Campaign,2023-09-26,All,SMS,706,126,56,88.19,404.59,2.35
694997,Referral Program,2023-09-26,Premium,Social Media,716,166,77,85.23,498.96,2.46
307919,New User Discount,2023-09-27,Premium,App,583,264,27,75.64,221.02,2.01
343748,Weekend Special,2023-09-27,Inactive,SMS,783,95,58,56.12,240.38,3.7
286253,Festival Offer,2023-09-27,Inactive,Social Media,679,131,29,97.62,429.15,3.1
38125,Flash Sale,2023-09-27,Premium,Social Media,973,110,46,75.25,120.18,2.91
418627,Membership Drive,2023-09-27,Premium,SMS,540,73,48,79.61,321.8,3.49
925911,Category Promotion,2023-09-27,Inactive,Email,989,284,44,83.6,439.81,3.91
941285,App Push Notification,2023-09-27,All,Email,765,242,88,88.13,389.78,3.23
613082,Email Campaign,2023-09-27,New Users,Social Media,756,136,51,78.07,234.16,2.51
764862,Referral Program,2023-09-27,All,Email,892,158,14,63.9,277.57,1.69
273256,New User Discount,2023-09-28,Inactive,Email,977,131,96,59.53,349.43,3.7
307979,Weekend Special,2023-09-28,New Users,SMS,824,106,75,92.0,430.97,2.38
290947,Festival Offer,2023-09-28,New Users,Social Media,558,52,60,62.71,378.48,3.63
156824,Flash Sale,2023-09-28,All,App,433,173,15,79.15,353.26,3.21
975665,Membership Drive,2023-09-28,Inactive,Email,860,213,70,92.45,439.11,3.65
62812,Category Promotion,2023-09-28,Premium,SMS,425,208,90,61.67,424.03,3.83
680557,App Push Notification,2023-09-28,Premium,Email,822,199,40,62.67,182.87,3.3
732965,Email Campaign,2023-09-28,All,App,620,291,30,68.72,383.04,2.54
493058,Referral Program,2023-09-28,Premium,App,420,97,93,76.66,287.15,3.87
173881,New User Discount,2023-09-29,All,App,823,252,86,78.42,426.66,3.36
122233,Weekend Special,2023-09-29,Inactive,Social Media,833,176,14,53.07,417.68,3.71
595969,Festival Offer,2023-09-29,New Users,Social Media,547,270,78,85.56,308.32,3.47
882396,Flash Sale,2023-09-29,New Users,Email,720,78,80,51.13,436.74,3.78
790593,Membership Drive,2023-09-29,Inactive,App,762,298,66,60.77,430.64,2.32
735519,Category Promotion,2023-09-29,All,SMS,773,245,55,75.71,311.87,2.8
742945,App Push Notification,2023-09-29,Premium,Social Media,649,68,34,66.31,147.84,3.1
457424,Email Campaign,2023-09-29,Premium,SMS,826,254,45,51.62,352.16,3.75
42225,Referral Program,2023-09-29,All,Social Media,712,296,78,64.89,252.31,3.89
446897,New User Discount,2023-09-30,Inactive,App,895,293,40,53.38,192.74,2.82
347121,Weekend Special,2023-09-30,All,SMS,972,193,36,59.99,167.07,1.7
398552,Festival Offer,2023-09-30,All,App,671,289,29,83.08,373.17,2.69
355454,Flash Sale,2023-09-30,Inactive,Email,787,223,28,83.06,444.22,2.67
924317,Membership Drive,2023-09-30,New Users,Social Media,885,169,78,93.43,274.18,2.96
849062,Category Promotion,2023-09-30,New Users,Social Media,972,197,93,85.96,411.3,2.7
363258,App Push Notification,2023-09-30,All,SMS,413,101,75,60.54,490.95,2.72
388870,Email Campaign,2023-09-30,Inactive,SMS,926,214,11,61.02,299.34,1.82
965598,Referral Program,2023-09-30,All,App,482,183,95,53.36,398.93,3.66
723571,New User Discount,2023-10-01,Premium,Social Media,705,276,90,50.6,271.65,3.48
292019,Weekend Special,2023-10-01,Premium,Email,758,82,93,82.03,346.56,2.35
895992,Festival Offer,2023-10-01,Premium,Email,826,82,33,66.83,108.18,2.09
621617,Flash Sale,2023-10-01,All,Email,486,296,53,87.66,349.02,1.67
799042,Membership Drive,2023-10-01,Inactive,SMS,948,137,94,61.76,487.84,1.53
219316,Category Promotion,2023-10-01,Inactive,SMS,976,259,27,73.17,147.24,3.44
482966,App Push Notification,2023-10-01,Premium,Social Media,963,102,63,64.27,392.71,2.53
549252,Email Campaign,2023-10-01,All,App,705,201,71,62.98,300.66,1.97
974364,Referral Program,2023-10-01,Premium,App,549,207,13,54.54,226.52,2.12
624357,New User Discount,2023-10-02,Inactive,SMS,490,268,83,89.55,166.71,1.5
625563,Weekend Special,2023-10-02,New Users,Email,827,124,33,60.38,239.7,2.92
588413,Festival Offer,2023-10-02,Premium,SMS,649,68,73,67.91,334.08,3.82
260072,Flash Sale,2023-10-02,All,Email,661,171,72,74.27,331.02,3.53
954312,Membership Drive,2023-10-02,New Users,SMS,523,269,93,75.01,429.8,3.31
